date,team,opponent,min,fg,fga,3p,3pa,ft,fta,or,dr,totrb,ass,st,bs,to,pts,result,phase
2025-02-01,Pretty Good,Buckets FC,32,10,20,3,8,5,6,1,6,7,4,2,0,3,28,W 60-55,regular
